animal_id,found_location
A726380,Austin (TX)
A686312,902 Bret Ln in Austin (TX)
A619742,215 Cloudview Dr in Austin (TX)
A735862,7010 Ryan Dr in Austin (TX)
A750092,1311 Cometa St in Austin (TX)
A703144,15200 Anderson Mill Rd in Travis (TX)
A764965,Avalon Avenue And Bourg Cove in Austin (TX)
A758962,Austin (TX)
A742272,1700 St Albans Blvd in Austin (TX)
A706419,12101 Moore Rd in Austin (TX)
A680193,Magic Hill Dr in Pflugerville (TX)
A674149,Outside Jurisdiction
A761111,55 East North Ih 35 in Austin (TX)
A667984,Congress & Ben White in Austin (TX)
A683495,51St & Lamar in Austin (TX)
A728590,Dwight Eisenhower St And George Bush St in Travis (TX)
A723524,Walton Ln And Bolm Rd in Austin (TX)
A686539,3700 Govalle Ave in Austin (TX)
A706068,5702 Richmond Ave in Austin (TX)
A732960,6808 S Ih 35 Frontage Rd in Austin (TX)
A726394,6414 Bridgewater Dr in Austin (TX)
A671689,1713 Clifford Dr in Travis (TX)
A718592,1902 Arthur Lane in Austin (TX)
A737945,Vargas And Riverside in Austin (TX)
A689620,Travis (TX)
A693817,Bradshaw Rd & Kleberg Trl in Austin (TX)
A688951,Clifford Ave in Austin (TX)
A696618,183 N Interstate 35 Frontage Rd in Austin (TX)
A751479,13101 Onion Creek Dr in Travis (TX)
A672170,Pleasant Valley/ Oltorff in Austin (TX)
A711570,Nameless in Travis (TX)
A708147,5210 Village Path in Austin (TX)
A698816,Riverside And Pleasant Valley in Austin (TX)
A694150,8613 Ganttcrest Dr in Austin (TX)
A674513,10908 Crazy Well Dr in Austin (TX)
A482518,47Th /Ave F in Austin (TX)
A749981,2705 Northeast Drive B in Austin (TX)
A654782,Austin (TX)
A682842,Austin (TX)
A700147,824 Fairfield Dr in Austin (TX)
A669843,Windrift/ Echo Ln in Austin (TX)
A674668,Austin (TX)
A691271,13914 Tophill Cir in Travis (TX)
A737574,1121 Shady Ln in Austin (TX)
A718914,Austin (TX)
A732616,21962 Ann Showers Dr in Travis (TX)
A709067,7006 Kildare Cv in Austin (TX)
A760291,9300 Interstate 35 in Austin (TX)
A748141,7001 S Congress in Austin (TX)
A723249,12234 Ih 35 in Austin (TX)
A685134,Bronco Ct @ Mustang Mesa in Travis (TX)
A673274,1803 Anderson Lane in Austin (TX)
A702122,1209 Crupp Ct in Austin (TX)
A694010,Bluff Springs Rd & Blue Meadow Dr in Austin (TX)
A633441,Austin (TX)
A723950,Canterbury And Perdernales in Austin (TX)
A670659,12151 Lomavista in Del Valle (TX)
A710959,Speer Ln And Emerald Forest Dr in Austin (TX)
A765295,Manor (TX)
A684183,2421 Chateau Village Way in Austin (TX)
A688751,5307 Wasson Rd in Austin (TX)
A762938,6266 Us 290 West in Austin (TX)
A755463,11909 Morning View Dr in Travis (TX)
A729387,Waterford Run Way in Travis (TX)
A669275,1300 Cool Shadow Dr in Austin (TX)
A699609,1054 Springdale Rd #108 in Austin (TX)
A705996,Austin (TX)
A707853,501 Deen Ave in Austin (TX)
A664599,Slaughter Lane And Mopac in Austin (TX)
A739956,Fm 2222 And 360 in Austin (TX)
A726759,11604 Mayback Dr in Del Valle (TX)
A699671,Harris Branch And Brougham in Austin (TX)
A549989,Austin (TX)
A768228,42Nd St And Avenue H in Austin (TX)
A749910,9801 Decker Lake Rd in Austin (TX)
A758365,Austin (TX)
A707046,Austin (TX)
A625324,6611 Hergotz Ln in Austin (TX)
A694219,Austin (TX)
A689023,8700 Brookfield Dr in Austin (TX)
A695500,20420 Lockwood Rd in Manor (TX)
A678404,13904 Merseyside Dr in Pflugerville (TX)
A691734,Austin (TX)
A666487,16001 Cameron Road in Travis (TX)
A744793,4100 Westbank Dr in Travis (TX)
A757900,West 4Th And Colorado Street in Austin (TX)
A680995,12034 Research in Austin (TX)
A743113,12034 Research Blvd in Austin (TX)
A736998,500 Teaberry Cir in Austin (TX)
A738312,10107 Rodriguez Rd in Austin (TX)
A763354,7900 San Felipe Boulevard in Austin (TX)
A727427,11702 Easy St in Austin (TX)
A736900,11304 Los Arboles Circle in Austin (TX)
A724429,907 W Slaughter Ln in Austin (TX)
A688188,Austin (TX)
A723015,Austin (TX)
A678833,8515 S Ih 35 in Austin (TX)
A698449,Austin (TX)
A710261,Bennet And 52Nd in Austin (TX)
A705625,7201 Levander Loop in Austin (TX)
A673608,Ih 35 And  Capital Plaza in Austin (TX)
A727022,7802 Rutgers Ave in Austin (TX)
A736255,Austin (TX)
A715371,6902 Deep Circle #A in Austin (TX)
A695167,Heflin Dr And Webberville Rd in Austin (TX)
A642027,1200 Montopolis Dr in Austin (TX)
A729956,2109 Dove Springs Rd in Austin (TX)
A671459,6729 Old Quarry Ln in Austin (TX)
A723867,Outside Jurisdiction
A718648,7601 Dixie Dr in Austin (TX)
A760886,Galewood Dr in Austin (TX)
A693740,Edgecliff Terrace And E Riverside Dr in Austin (TX)
A746338,9601 Aberdeen Way in Austin (TX)
A676208,7201 Danwood Dr in Austin (TX)
A741745,5513 Prock Lane in Austin (TX)
A757194,Purple Sage Drive in Austin (TX)
A762261,10505 S Ih 35 in Austin (TX)
A683910,14811 Chicadee in Pflugerville (TX)
A523102,Austin (TX)
A754514,2320 Gracy Farms Lane in Austin (TX)
A745776,4315 S Congress Ave in Austin (TX)
A767348,January Drive And East Braker Lane in Austin (TX)
A665672,Outside Jurisdiction
A704648,1364 Woodward St in Austin (TX)
A728467,Ranch Rd & Sheep Hollow Trail in Travis (TX)
A739004,30 Chicon St in Austin (TX)
A721913,Austin (TX)
A721777,Austin (TX)
A681502,Thaxton Rd in Austin (TX)
A695904,Austin (TX)
A694329,3004 Lynn Brook Dr in Austin (TX)
A735724,19200 Black Waterford Run Way in Travis (TX)
A719270,E 9Th And Navasota in Austin (TX)
A687058,9500 Dessau Rd in Austin (TX)
A756851,Manchaca And Slaughter in Austin (TX)
A717196,1881 Grove in Austin (TX)
A752189,13300 Gregg Manor in Travis (TX)
A693935,7201 Levander Loop in Austin (TX)
A724286,7200 Reaburn St in Austin (TX)
A674720,7500 S. Pleasant Valley Rd. in Austin (TX)
A738411,2223 Waterloo City Ln in Austin (TX)
A674006,5606 Exeter Drive in Austin (TX)
A712715,1000 Wagon Trl in Austin (TX)
A734367,Mc Kinney Falls in Austin (TX)
A677146,4601 N Lamar in Austin (TX)
A692637,6101 Caroline Ln in Travis (TX)
A722378,15104 Bowling Ln in Travis (TX)
A676035,12504 La Paz in Travis (TX)
A685375,5129 Cameron Road in Austin (TX)
A688969,4719 Castleman in Austin (TX)
A721531,Highway 812 And Highway 130 in Del Valle (TX)
A745244,4404 W William Cannon Dr in Austin (TX)
A755261,1308 Thornberry Road in Travis (TX)
A741260,Austin (TX)
A306362,Fm 1626 And South 1St in Austin (TX)
A713889,5055 Hwy 71 E in Del Valle (TX)
A746092,20326 Fm 969 in Webberville (TX)
A666617,S 1St And Slaughter Ln in Austin (TX)
A688934,2900 Sunridge Dr in Austin (TX)
A718782,Lake Shore Blvd And Pleasant Valley in Austin (TX)
A704242,7404 Mcneil Dr in Austin (TX)
A723542,9815 Copper Creek Dr in Austin (TX)
A683074,1604 Red Fox in Austin (TX)
A748108,602 Live Oak Drive in Cedar Park (TX)
A705168,5528 Liberton Ln in Austin (TX)
A609642,2209 Kinney in Austin (TX)
A677122,11841 Overlook Pass in Austin (TX)
A752484,Travis (TX)
A735823,Anderson & Burnet Rd in Austin (TX)
A666981,Austin (TX)
A726530,10510 Wendts Way in Austin (TX)
A670663,Oltorf And Congress Ave in Austin (TX)
A716872,Stassney And S 1St in Austin (TX)
A691875,5108 Bob Wire in Travis (TX)
A738773,Carsonhill Dr & Seabrook St in Austin (TX)
A679919,Hudson Bend Rd & Forest Way in Austin (TX)
A743299,6210 Us Hwy 183 in Austin (TX)
A733533,9816 Bundoran in Austin (TX)
A700081,412 E William Cannon in Austin (TX)
A741086,3412 W William Cannon in Austin (TX)
A720610,16604 Deckers Creek in Austin (TX)
A694583,Tillery in Austin (TX)
A712447,Manor (TX)
A708832,9802 Roxanna Drive in Austin (TX)
A689402,1422 Northridge in Austin (TX)
A760271,13200 Breve Cove in Austin (TX)
A684214,16032 Hampton Bliss Trace in Austin (TX)
A733498,1403 Bentwood Rd in Austin (TX)
A735096,1605 E Riverside Dr in Austin (TX)
A737600,9102 Shepard Dr in Austin (TX)
A738248,9307 Rowlands Sayle Rd in Austin (TX)
A688940,6200 Walker Ln in Austin (TX)
A738363,3300 Killingsworth in Travis (TX)
A756869,Austin (TX)
A701572,Mariposa And Travis Heights in Austin (TX)
A691893,Austin (TX)
A716797,1109 S Pleasant Valley Rd in Austin (TX)
A711612,1700 W Parmer in Austin (TX)
A684206,Near Exchange Drive In The Middle Of The Road in Austin (TX)
A729059,7201 Levander in Austin (TX)
A681890,Burnet Road Willowbrook in Austin (TX)
A760733,Austin (TX)
A710698,Austin (TX)
A721371,9523 North Lamar in Austin (TX)
A699795,5200 Knight in Austin (TX)
A710386,1007 S Congress Ave in Austin (TX)
A671367,4002 River Rd in Austin (TX)
A694697,1109 N Meadows Dr in Austin (TX)
A705251,10926 Jollyville Rd #1501 in Austin (TX)
A719665,S Hwy 183 And 812 in Austin (TX)
A655903,5100 Sunshine Dr in Austin (TX)
A731523,15112 Mimebark Way in Travis (TX)
A760863,16001 Remington Reserve Way in Austin (TX)
A709960,12100 Lima Drive in Manor (TX)
A700817,183 & Fm 812 in Travis (TX)
A755950,16310 Jacobson in Travis (TX)
A672231,S Ih 35 & E Stassney Ln in Austin (TX)
A759704,12435 Dessau Road in Austin (TX)
A767658,8500 Decker Ln in Austin (TX)
A706464,Parkfield Dr & Rutland Dr in Austin (TX)
A760943,510 Hickory Ridge in Austin (TX)
A671555,2000 Cullen Ave in Austin (TX)
A731765,16205 N 973 in Austin (TX)
A750875,Austin (TX)
A767732,Austin (TX)
A716691,Manor (TX)
A729321,11804 N Lamar Blvd in Austin (TX)
A717450,Austin (TX)
A728465,7701 Don Coster in Austin (TX)
A720959,Austin (TX)
A674343,Austin (TX)
A767559,Travis (TX)
A698118,14912 Swiss Drive in Del Valle (TX)
A719576,Lucy Cv And Loyola in Austin (TX)
A709336,Montopolis Dr And Porter St in Austin (TX)
A747995,512 Bramble Dr in Austin (TX)
A688280,Chippeway Ln & Woodhue in Austin (TX)
A737877,7301 Fred Morse Dr in Austin (TX)
A746672,4970 W. Us 290 Hwy in Austin (TX)
A722518,2100 Wickersham in Austin (TX)
A500065,7315 Cooper Ln in Austin (TX)
A711566,6236 Adair Dr in Austin (TX)
A759632,2223 Waterloo City Lane in Austin (TX)
A680961,7303 Manchaca in Austin (TX)
A756288,Austin (TX)
A666668,10709 Lafayette Park Dr. in Jonestown (TX)
A733639,Austin (TX)
A669542,Austin (TX)
A763641,Austin (TX)
A685480,Austin (TX)
A698860,1401 E. Rundberg Ln. #61 in Austin (TX)
A713432,13810 Randalstone Dr in Pflugerville (TX)
A695207,306 Pecan Drive in Austin (TX)
A731801,Gunter St in Austin (TX)
A708471,1220 Camino La Costa in Austin (TX)
A681173,7801 Doncaster in Austin (TX)
A749484,7709 Ingrid Dr in Travis (TX)
A736587,8712 Burleson Manor Rd in Travis (TX)
A732818,7619 Scenic Brook in Austin (TX)
A678884,1605 Goddard Bluff Dr in Austin (TX)
A757399,12221 North Mopac in Austin (TX)
A701363,Pflugerville (TX)
A731571,Natures Bend And E Yager Ln in Austin (TX)
A670682,124 W Anderson Ln in Austin (TX)
A695627,Austin (TX)
A713690,15134 Sarah'S Creek in Austin (TX)
A739645,Austin (TX)
A736753,208 Dry Creek Rd in Travis (TX)
A676379,4400 Meadow Dr. in Travis (TX)
A693955,11215 Research Blvd in Austin (TX)
A698744,15119 Ih 35 in Pflugerville (TX)
A722263,Mosley Ln in Austin (TX)
A750715,Austin (TX)
A690187,5717 Palo Blanco in Austin (TX)
A687586,12507 Esplanade in Austin (TX)
A701313,Austin (TX)
A677047,10205 Fm N 620 in Austin (TX)
A739774,8102 Willet Trail in Austin (TX)
A765221,9204 Collinfield Dr in Austin (TX)
A748126,9841 Childress Dr in Austin (TX)
A707009,1044 Norwood Park Blvd in Austin (TX)
A757279,Spicewood And Mesa in Austin (TX)
A702173,Austin (TX)
A709970,Walnut Park Crossing And Park 35 Cir in Austin (TX)
A732005,1036 Liberty Park Dr in Austin (TX)
A686628,Austin (TX)
A742730,Austin (TX)
A667419,Creedmoor (TX)
A718221,Us 290 And Rock Way Drive in Travis (TX)
A710460,18706 Blake Manor Rd in Manor (TX)
A707005,2401 Wagon Crossing Path in Austin (TX)
A719857,5210 Provincial Dr in Austin (TX)
A717106,14511 Pima Trl in Austin (TX)
A738196,Old Lockhart Rd And Slaughter Ln in Austin (TX)
A751219,Del Valle (TX)
A718844,Springfever And Running Water in Austin (TX)
A725281,515 City Park Rd in Pflugerville (TX)
A695204,7101 Hwy 71 in Austin (TX)
A349317,Austin (TX)
A761159,54 Rainey St in Austin (TX)
A719250,18324 Lydia Springs in Travis (TX)
A718263,908 Floradale Dr in Austin (TX)
A722665,1311 Hyman in Austin (TX)
A747924,11509 Mayo St in Austin (TX)
A726886,Ben White in Austin (TX)
A737990,5717 Jfk Rd in Travis (TX)
A747725,6224 Perlita in Austin (TX)
A685038,3600 Presidential Blvd in Austin (TX)
A762001,Austin (TX)
A737437,1204 Summer Set Ave in Austin (TX)
A694821,2050 S Lamar Blvd in Austin (TX)
A752560,4702 Eilers in Austin (TX)
A764167,3710 Indian Point Drive in Austin (TX)
A672441,Blocker Lane in Austin (TX)
A735245,3116 River Rd in Travis (TX)
A742349,Travis (TX)
A753082,4106 N Lamar in Austin (TX)
A662156,Austin (TX)
A539175,2302 E. William Cannon in Austin (TX)
A694152,8613 Ganttcrest Dr in Austin (TX)
A717222,3115 S 1St St in Austin (TX)
A669448,Austin (TX)
A722153,Austin (TX)
A741304,Outside Jurisdiction
A741571,2229 E Ben White Blvd in Austin (TX)
A698325,13212 N Lamar in Austin (TX)
A755881,Austin (TX)
A732009,Brodie Lane & W William Cannon Dr in Austin (TX)
A681006,Austin (TX)
A614258,4220 S Ih 35 in Austin (TX)
A731137,501 S Hwy 183 in Austin (TX)
A719877,6805 Duquesne Dr in Austin (TX)
A710865,900 Edgecliff Terr in Austin (TX)
A701043,White Wing And Coventon Ln in Austin (TX)
A763740,Longwood Road And Laurel Hill Street in Austin (TX)
A677811,Outside Jurisdiction
A667461,S 6Th St/Herndon Ln in Austin (TX)
A677178,12034 Research in Austin (TX)
A723685,12811 Broughton Way in Austin (TX)
A739277,Austin (TX)
A721140,4320 S Congress Ave in Austin (TX)
A741031,Austin (TX)
A714987,Austin (TX)
A697833,919 E 32Nd St in Austin (TX)
A699225,Montopolis Dr & Marigold Terrace in Austin (TX)
A669597,Austin (TX)
A672454,1901 Onion Creek Pkwy in Austin (TX)
A736572,Platt Ln And North Farm To Marker Rd 973 in Austin (TX)
A719306,6600 Ed Bluestein in Austin (TX)
A692638,6101 Caroline Ln in Travis (TX)
A730495,1300 Crossing Pl in Austin (TX)
A757550,Springtown Trail And Fulton Bluff Springs in Austin (TX)
A696027,Austin (TX)
A744599,Airport Blvd And Manor Rd in Austin (TX)
A748834,1834 Ferguson in Austin (TX)
A694279,2425 E Riverside Dr in Austin (TX)
A740771,Braker And January in Austin (TX)
A681352,7406 Onion Crossing in Austin (TX)
A735681,Dittmar Rd And Lunar Dr in Austin (TX)
A702831,9308 Anderson Mill Rd in Austin (TX)
A734280,Austin (TX)
A694059,2005 Willow Creek Dr in Austin (TX)
A741859,810 E Slaughter Ln in Austin (TX)
A763116,West Slaughter And Escarpment in Austin (TX)
A715049,3207 E 18Th in Austin (TX)
A742815,Fort Lexington Dr & Lexington Meadow Ln in Austin (TX)
A706991,11705 Laponor St in Manor (TX)
A744308,Ranch Rd 620 And Hudson Bend Rd in Travis (TX)
A735256,1802 Miriam Ave in Austin (TX)
A735767,701 W. Riverside Dr in Austin (TX)
A689564,5602 Honeybee Bend in Austin (TX)
A695778,Ih 35 South in Austin (TX)
A747563,2201 Perry Ave in Austin (TX)
A766138,5406 King Henry Drive in Austin (TX)
A691943,Austin (TX)
A749465,9810 Copper Creek Dr in Austin (TX)
A762359,135 And Stassney in Austin (TX)
A721146,1215 W Slaughter Ln in Austin (TX)
A703416,11505 Melstone Dr in Manor (TX)
A668103,Austin (TX)
A761718,5209 Coppermead Lane in Austin (TX)
A701855,Airport Blvd And Montopolis Dr in Austin (TX)
A673466,Austin (TX)
A722237,11503 Walnut Ridge Dr in Austin (TX)
A674096,2310 S Lamar in Austin (TX)
A709656,3310 Northland Dr in Austin (TX)
A712281,Autumn Bay Dr And Hovenweep Ave in Austin (TX)
A760558,Mopac in Austin (TX)
A660090,Austin (TX)
A683111,4715 S Congress in Austin (TX)
A703642,7009 S Ih 35 in Austin (TX)
A748135,Cherry Orchard Dr in Austin (TX)
A671476,Austin (TX)
A704278,7201 Levander Loop in Austin (TX)
A700106,Austin (TX)
A658555,1801 Fortview Rd in Austin (TX)
A713206,Austin (TX)
A669191,907 Thompson St in Austin (TX)
A729811,1132 Walton Ln in Austin (TX)
A691754,Austin (TX)
A732831,Austin (TX)
A684385,8400 Linden Lp in Travis (TX)
A741289,1127 Saucedo St in Austin (TX)
A725794,1701 Congress Ave in Austin (TX)
A689557,Brodie Ln And William Cannon in Austin (TX)
A648331,5608 Cougar Dr in Austin (TX)
A736972,2200 S Pleasant Vally Rd in Austin (TX)
A706446,1156 W Cesar Chavez St in Austin (TX)
A681770,1525 Barton Springs Rd in Austin (TX)
A733936,Briar Hollow Dr in Austin (TX)
A722731,9600 Burnet Rd in Austin (TX)
A744804,Dixie Dr & Ada Ct in Austin (TX)
A698656,7000 Decker Ln # 2822 in Austin (TX)
A687538,7101 South Mopac Expressway in Austin (TX)
A733003,Manor (TX)
A682443,Peach Grove Rd in Austin (TX)
A703164,3401 W Parmer Ln in Austin (TX)
A707253,923 Water St in Travis (TX)
A738632,Austin (TX)
A700664,8405 Old Bee Caves Rd in Austin (TX)
A667404,Thistle Hill Way And St Meryn in Austin (TX)
A718891,8314 Daffan Ln in Austin (TX)
A704620,1009 W Dittmar Dr in Austin (TX)
A682795,1904 Poquito in Austin (TX)
A706062,24806 Long Hollow Trl in Leander (TX)
A747743,9507 Parkfield in Austin (TX)
A750879,Austin (TX)
A741556,Manchaca Road And Old Manchaca Road in Austin (TX)
A719574,Edgefield Dr And N Hills Dr in Austin (TX)
A700878,1705 Pebble Brook Dr in Austin (TX)
A705371,4200 Turnerville Rd in Creedmoor (TX)
A759513,2900 Sun Ridge Drive in Austin (TX)
A531234,S 1St First And Meadow Lea Dr in Austin (TX)
A670769,E 12Th St in Austin (TX)
A757443,Austin (TX)
A680983,8510 Elroy Rd in Travis (TX)
A728245,5409 Ponciana in Austin (TX)
A719963,4913 Barclay Heights Ct in Austin (TX)
A678278,Shady Ln And Bolm Rd in Austin (TX)
A744812,2500 Dove Dr in Austin (TX)
A734451,4710 Broadhill in Austin (TX)
A743703,Lakeway (TX)
A721215,Bluff Springs Rd And Blue Meadow in Austin (TX)
A713227,15004 Chamberlain Ct in Austin (TX)
A704856,5124 Pepper Ln in Austin (TX)
A685406,1700 Teri Rd in Austin (TX)
A704132,608 S Lamar Blvd in Austin (TX)
A672181,Austin (TX)
A704046,Manchaca Rd & W Stassney Ln in Austin (TX)
A745701,3406 South Oak Dr in Austin (TX)
A693754,8107 Research Blvd in Austin (TX)
A718337,Mlk And Webberville in Austin (TX)
A702532,4609 Silverstone Dr in Austin (TX)
A748752,1834 Ferguson in Austin (TX)
A669409,3101 Wells Branch Pkwy in Austin (TX)
A739523,Perry Rd & Jain in Austin (TX)
A708305,9220 N Ih-35 in Austin (TX)
A676723,15411 Ullman Dr in Austin (TX)
A735500,Austin (TX)
A744993,Austin (TX)
A762840,Austin (TX)
A739219,800 Guadalupe St in Austin (TX)
A688494,1128 Spur St in Austin (TX)
A734287,Pleasant Valley & Cesar Chavez in Austin (TX)
A741872,7100 E Hwy 290 in Austin (TX)
A744817,9200 Towana Dr in Austin (TX)
A676879,Northtown Park in Austin (TX)
A733842,Great Britain Blvd & Wales Way in Austin (TX)
A745387,Austin (TX)
A689598,8530 Maine Dr in Austin (TX)
A742238,Austin (TX)
A765529,2525 S Lakeshore in Austin (TX)
A698766,Convict Hill And Escarpment in Austin (TX)
A713271,2000 Far Gallant Dr in Austin (TX)
A675144,15219 County Line in Travis (TX)
A689565,Snow Lane in Manor (TX)
A714942,12901 N Ih35 Building 4 #400 in Austin (TX)
A718740,River Plantation And La Costa Dr in Austin (TX)
A727611,14434 Cameron Rd in Manor (TX)
A754491,17305 Pearce Lane in Travis (TX)
A753001,12308 Ryden St in Travis (TX)
A700128,Austin (TX)
A745537,8906 Jesse James in Austin (TX)
A709221,1819 Quanah Parker in Austin (TX)
A728833,4417 Buck Run in Austin (TX)
A711806,Springdale And 183 in Austin (TX)
A745883,Austin (TX)
A757226,9701 Teasdale Terrace in Austin (TX)
A676585,Austin (TX)
A766368,Pflugerville (TX)
A708849,4527 North Lamar Blvd in Austin (TX)
A753889,Austin (TX)
A674165,Ih 35 in Austin (TX)
A722658,Montana St And Frontier Valley in Austin (TX)
A737201,2500 Pearl St in Austin (TX)
A738031,2425 E Riverside Dr in Austin (TX)
A699160,11354 Mountain Top Cir in Travis (TX)
A709413,Ann Showers And Unice in Travis (TX)
A716901,Austin (TX)
A700910,909 Fairfield in Austin (TX)
A720354,Austin (TX)
