animal_id,found_location
A726504,W William Cannon Dr And Lunar Dr in Austin (TX)
A722207,Airport Blvd And Mlk Jr Blvd in Austin (TX)
A719282,Austin (TX)
A726408,1106 Crown Oaks Dr in Austin (TX)
A665021,4509 E St Elmo Rd in Austin (TX)
A687916,Sh 130 & Pearce Ln in Travis (TX)
A722052,Prock & Springdale in Austin (TX)
A681493,Austin (TX)
A730030,1601 Royal Crest Dr in Austin (TX)
A686075,11616 N. Lamar in Austin (TX)
A711232,6310 Del Monte Rd in Austin (TX)
A709100,400 Grove Blvd in Austin (TX)
A751429,Yager Tech Ridge And Ih 35 in Austin (TX)
A693761,5405 Purple Sage Dr in Austin (TX)
A694999,Springdale & E Martin Luther King Jr Blvd in Austin (TX)
A702167,605 Brentwood St in Austin (TX)
A648236,Austin (TX)
A712139,12200 Metric Blvd in Austin (TX)
A322813,Austin (TX)
A664904,12117 Manchaca Rd. in Austin (TX)
A706666,5500 Stuart Cir in Austin (TX)
A709380,2106 Alexander Ave in Austin (TX)
A693529,2313 Kale Dr in Travis (TX)
A678351,Airport Blvd And Oak Springs in Austin (TX)
A760170,124 West Anderson Lane in Austin (TX)
A730415,6729 Manor Rd in Austin (TX)
A754080,9717 Sunflower Drive in Austin (TX)
A705188,7201 Thannas Way in Austin (TX)
A764732,Austin (TX)
A684981,6617 Piedras Blanco Dr in Austin (TX)
A750230,1600 Aqua Vista Dr in Austin (TX)
A734080,Austin (TX)
A679387,3706 Goodwin Ave in Austin (TX)
A747352,Ellingson Ln And Bennett Ave in Austin (TX)
A682831,Nuckols Crossing in Austin (TX)
A742803,14716 Colt Dr in Austin (TX)
A666514,Oriole Drive in Austin (TX)
A684156,2001 S Ih 35 in Austin (TX)
A702288,835 Kramer Ln in Austin (TX)
A760899,Howard Lane And Titanium Drive in Austin (TX)
A713189,Austin (TX)
A713004,Del Valle (TX)
A746498,5318 Atascoca in Austin (TX)
A603621,Austin (TX)
A730458,3201 Northeast Dr in Austin (TX)
A744116,Chestnut Ave & E 13Th St in Austin (TX)
A702693,9306 Old Manor Road in Travis (TX)
A457858,8511 Burnet Rd in Austin (TX)
A743002,Austin (TX)
A672187,4001 Tannehill Rd in Austin (TX)
A695519,9024 Northgate Blvd in Austin (TX)
A697344,Lockwood Rd And Jones Rd in Manor (TX)
A725380,1720 Rockbridge Ter in Austin (TX)
A759183,Fm 969 And Fm 973 in Austin (TX)
A528322,Austin (TX)
A711717,13916 Maha Road in Travis (TX)
A695186,Colony Loop Dr And Loyola Ln in Austin (TX)
A699178,Austin (TX)
A724246,9300 Northgate in Austin (TX)
A713645,Austin (TX)
A738851,Austin (TX)
A736739,7201 Levander in Austin (TX)
A730774,Gunter St And Springdale in Austin (TX)
A619073,Outside Jurisdiction
A758333,Outside Jurisdiction
A767247,East 7Th Street in Austin (TX)
A668390,1701 Briarcliff in Austin (TX)
A746153,Mcclosky in Austin (TX)
A697017,Decker Lake Rd And Hog Eye Rd in Austin (TX)
A669405,Burnet Rd And Hwy 183 in Austin (TX)
A708402,901 Springdale Road in Austin (TX)
A737362,7201 Levander Loop in Austin (TX)
A718619,11160 Jollyville Rd in Austin (TX)
A734657,6800 Mc Neil St in Austin (TX)
A415049,4020 Lost Oasis Hollow in Austin (TX)
A736927,Austin (TX)
A687383,1127 Saucedo Street in Austin (TX)
A672575,4509 Clarno Dr in Austin (TX)
A747335,Austin (TX)
A765493,12330 Soith Ih 35 Frontage Road in Austin (TX)
A676005,13002 Viento Del Sur in Austin (TX)
A667544,6902 Frontera Trl in Austin (TX)
A695359,4704 Cypress Bend in Austin (TX)
A689400,1109 Canon Yeoman Trl in Austin (TX)
A706768,Flight Ln And Thompson Ln in Austin (TX)
A718606,18649 Fm 1431 in Jonestown (TX)
A697470,4812 Clear View in Austin (TX)
A708894,Outside Jurisdiction
A758859,7106 Colony Park Drive in Austin (TX)
A747189,Austin (TX)
A762121,4913 Hudson Bend Road in Austin (TX)
A703284,Austin (TX)
A763903,Loyola Lane And Colony Park in Austin (TX)
A765405,Pflugerville (TX)
A669259,183 And 35 in Austin (TX)
A689439,1161 Eastfield Avenue in Austin (TX)
A713493,4311 Springdale Rd in Austin (TX)
A679988,12207 Twin Creeks #B in Austin (TX)
A713684,W. William Cannon & Southwest Pkwy in Austin (TX)
A758661,7224 Northeast in Austin (TX)
A756598,6803 Deborah Drive in Austin (TX)
A553567,S Congress And Wm Cannon in Austin (TX)
A742760,Austin (TX)
A726086,3307 Clawson Dr in Austin (TX)
A746365,N Lamar Blvd & W Rundberg Ln in Austin (TX)
A667873,7201 Levander Loop in Austin (TX)
A683638,7501 Shelton Rd in Austin (TX)
A619903,Austin (TX)
A724380,Rundberg/Middle Fiskville in Austin (TX)
A697709,7417 N Lamar Blvd in Austin (TX)
A752386,17004 Round Mountain in Travis (TX)
A617648,Austin (TX)
A697727,412 W Alpine in Austin (TX)
A710848,1715 W Cesar Chavez in Austin (TX)
A724778,Airport Blvd And Springdale Rd in Austin (TX)
A723951,5713 Melody Ln in Austin (TX)
A686142,300 S Lamar Blvd in Austin (TX)
A685905,Parmer/Dessau in Austin (TX)
A732340,Austin (TX)
A709995,12602 Rhea Ct in Austin (TX)
A683487,Austin (TX)
A683354,Diamondback Trl And Brownie Dr in Austin (TX)
A718586,Ed Bluestein And Manor Rd in Austin (TX)
A695891,Abilene Trl & Open Range in Austin (TX)
A751806,810 E Slaughter Ln in Austin (TX)
A692857,2201 E Stassney Ln in Austin (TX)
A727932,14920 Johnson Road Trl in Travis (TX)
A760043,Austin (TX)
A718873,13252 George Bush St in Travis (TX)
A718222,Austin (TX)
A625864,7200 W. Easy Wind Dr. # 1079 in Austin (TX)
A737354,4713 Candletree in Austin (TX)
A705877,812 Springdale in Austin (TX)
A733618,9300 Northgate Blvd in Austin (TX)
A667015,2810 Salado St in Austin (TX)
A714504,Parmer And Mcneil in Austin (TX)
A714594,3101 River Rd in Austin (TX)
A720274,Austin (TX)
A758115,Austin (TX)
A734208,Austin (TX)
A685897,5616 Old Fredericksburg Rd in Austin (TX)
A693790,13808  Maha Rd in Austin (TX)
A763339,4313 South 1St in Austin (TX)
A676547,Maltese Cross Drive And Watchful Fox Dr in Austin (TX)
A686143,8515 South Ih-35 in Austin (TX)
A729198,8313 Cahill Drive in Austin (TX)
A735741,9725 N Lake Creek Pkwy in Austin (TX)
A761930,Austin (TX)
A683444,7715 Hidden View Cir in Austin (TX)
A693824,3101 Oak Springs Drive in Austin (TX)
A674325,Austin (TX)
A764301,6401 North Hampton Drive in Austin (TX)
A695507,2401 E 6Th St #2030 in Austin (TX)
A696596,Chestnut Ave And E 13Th St in Austin (TX)
A762255,Pflugerville (TX)
A750466,Bilbrook Pl & Archdale Dr in Austin (TX)
A708996,12821 Appaloosa Chase Trl in Austin (TX)
A749062,10706 Windy Trail Circle in Austin (TX)
A747801,Travis (TX)
A675586,Caralotta And Lisa Drive in Austin (TX)
A697174,Austin (TX)
A687255,Austin (TX)
A717913,Outside Jurisdiction
A724217,Austin (TX)
A672202,N Imperial/Hog Eye in Travis (TX)
A707913,Elfen Way in Austin (TX)
A728797,Austin (TX)
A733007,Austin (TX)
A707346,1212 Vargas in Austin (TX)
A723479,5524 W. Us 290 in Austin (TX)
A757916,Austin (TX)
A713688,18681 Fm 1431 in Jonestown (TX)
A767843,6101 Airport in Austin (TX)
A705479,2502 Chaparral Trl in Austin (TX)
A760573,Cameron Road in Austin (TX)
A705646,1811 Miles Ave in Austin (TX)
A746301,Austin (TX)
A760400,Austin (TX)
A734527,7507 Compass Drive in Austin (TX)
A723329,12419 Metric Blvd. in Austin (TX)
A753818,1156 West Cesar Chavez in Austin (TX)
A710357,Austin (TX)
A767184,Austin (TX)
A710802,6505 Alleyton Dr in Austin (TX)
A718273,Austin (TX)
A665252,Austin (TX)
A717822,Austin (TX)
A739255,4220 S Ih 35 in Austin (TX)
A751586,183 And 812 in Austin (TX)
A724268,Austin (TX)
A693139,2518 Leon St in Austin (TX)
A700460,Austin (TX)
A754045,3700 Denehow Cove in Austin (TX)
A674164,1501 W Lakeland in Austin (TX)
A683181,Rio Grande And 18Th St in Austin (TX)
A681809,2504 Huntwick Dr in Austin (TX)
A757848,Austin (TX)
A697268,11706 Sweetwater Trl in Austin (TX)
A687398,Fm 969 & Post Oak Rd in Webberville (TX)
A689085,Austin (TX)
A723280,7201 Levander Loop in Austin (TX)
A760001,Best Way And Chaparral Crossing in Austin (TX)
A733738,1156 Cesar Chavez in Austin (TX)
A753640,5809 Old Lockhart Rd in Creedmoor (TX)
A726900,Austin (TX)
A682215,Metric Blvd & Stonehollow Dr in Austin (TX)
A679585,1311 Fairbanks in Austin (TX)
A522774,Berkman And Rogge in Austin (TX)
A705214,7201 Levander Loop in Austin (TX)
A751229,Austin (TX)
A737952,201 W. Benwhite Blvd in Austin (TX)
A756963,Austin (TX)
A682662,Manor Rd/ Spring Dale in Austin (TX)
A683313,Tiner Trl  & Dolly St in Austin (TX)
A680067,9201 Circuit Of The Americas Blvd in Austin (TX)
A713542,12501 Tech Ridge Blvd in Austin (TX)
A665147,8704 Ingrid Dr in Travis (TX)
A687785,3300 Killingsworth Ln. #307 in Pflugerville (TX)
A690584,2502 Citation Dr in Travis (TX)
A721352,Austin (TX)
A765577,Austin (TX)
A713440,2309 Cocao Ln in Austin (TX)
A708901,Meridian Park Blvd And Wisteria Vally Dr in Austin (TX)
A694630,8415 Spring Valley in Austin (TX)
A671224,11602 Gunsmoke Circle in Austin (TX)
A692603,Metric And Palmer in Austin (TX)
A694065,Austin (TX)
A744177,Austin (TX)
A736602,6402 Garden View Dr in Austin (TX)
A705908,Austin (TX)
A765490,Austin (TX)
A741428,8207 Canoga Ave in Travis (TX)
A698707,Elroy Rd And Ross Rd in Travis (TX)
A734981,495 W 33Rd St in Austin (TX)
A753490,3020 Windsor Road in Austin (TX)
A756941,Willow Creek in Austin (TX)
A752858,1700 Terri Road Apartment 709 in Austin (TX)
A744853,3209 S Ih 35 in Austin (TX)
A694716,10Th & Lincoln in Austin (TX)
A717113,Austin (TX)
A735982,Austin (TX)
A665651,Austin (TX)
A705648,Austin (TX)
A710087,6200 Loyola Ln in Austin (TX)
A711546,9707 Point Vista Dr #B in Austin (TX)
A748276,Outside Jurisdiction
A711602,Austin (TX)
A568618,13204 Amarillo Ave in Austin (TX)
A696167,904 Bret Lane in Austin (TX)
A683104,Austin (TX)
A668206,11740 Gemmer St in Del Valle (TX)
A760626,6400 Brodies Lane in Austin (TX)
A703729,1408 Summit St in Austin (TX)
A767979,Austin (TX)
A737992,Outside Jurisdiction
A740260,Austin (TX)
A726897,2929 Wickersham in Austin (TX)
A766723,4915 Manchester Circle in Austin (TX)
A696107,13613 Long Meadow in Travis (TX)
A761285,Old San Antonio And Onion Creek in Travis (TX)
A676129,7Th And Pleasant Valley in Austin (TX)
A701306,Austin (TX)
A682747,5300 Thornwood Dr in Austin (TX)
A678079,4805 Russet Hill Dr in Austin (TX)
A675057,3300 Clarkburg Dr in Austin (TX)
A702604,Evening Shadows Dr And Estrellas Dr in Del Valle (TX)
A725821,9100 Cameron Road in Austin (TX)
A747495,5500 Ross Rd in Austin (TX)
A723260,S Pleasant Valley And Leatherleaf Trl in Austin (TX)
A708815,Austin (TX)
A760799,1117 Estes Avenue in Austin (TX)
A694264,Austin (TX)
A703560,1308 Thornberry Rd in Del Valle (TX)
A694229,4509 E. St Elmo in Austin (TX)
A717105,2001 Quanah Parker Trail in Austin (TX)
A706462,1212 Westheimer in Austin (TX)
A697745,Travis (TX)
A714679,Austin (TX)
A762715,Austin (TX)
A759342,Austin (TX)
A739383,Providence Ave & Atkinson Rd in Austin (TX)
A672171,Austin (TX)
A738288,1509 Oreilly Court in Austin (TX)
A674358,14100 Thermal Dr. in Austin (TX)
A721178,5509 Avenue F in Austin (TX)
A733681,Manassas Dr And Whispering Winds in Austin (TX)
A688752,5307 Wasson Rd in Austin (TX)
A736971,2200 S Pleasant Vally Rd in Austin (TX)
A749595,4802 Dove Springs Dr in Austin (TX)
A713370,2347 Douglas #1103 in Austin (TX)
A718136,1817 W Braker Ln in Austin (TX)
A712720,600 W Caddo St in Austin (TX)
A708973,1127 E 52Nd St in Austin (TX)
A766198,3205 Manchaca in Austin (TX)
A761005,Outside Jurisdiction
A762829,9615 Teasdale in Austin (TX)
A688253,Katherine Fleischer Park in Austin (TX)
A738907,Pflugerville (TX)
A752880,Austin (TX)
A655387,W 30Th St And Whitis Ave in Austin (TX)
A701762,Cameron Road & East 52Nd Street in Austin (TX)
A690730,4434 Frontier Trl in Austin (TX)
A743018,1156 W Cesar Chavez St in Austin (TX)
A710994,Austin (TX)
A751747,Austin (TX)
A734784,5546 Pine Pl in Austin (TX)
A734730,Blue Meadow Dr & Branchwood D in Austin (TX)
A732216,7001 S Congress Ave in Austin (TX)
A691562,Gregg Manor in Manor (TX)
A620347,Austin (TX)
A607523,14025 Maricella in Austin (TX)
A698733,Travis (TX)
A720576,Austin (TX)
A666766,13216 Bois D-Arc Ln in Manor (TX)
A711944,7710 Hidden View Cir in Austin (TX)
A736148,1148 Airport Blvd in Austin (TX)
A672451,10001 Imperial in Austin (TX)
A678144,2813 Castro St in Austin (TX)
A727999,Bluff Springs And Knuckols Crossing Rd in Austin (TX)
A681534,Austin (TX)
A688440,Austin (TX)
A739257,Austin (TX)
A766085,1701 Grand Avenue Parkway in Travis (TX)
A716412,Anthony St And Canterbury in Austin (TX)
A708379,Manchaca/ Slaughter In in Austin (TX)
A666973,6407 Moonglow Dr in Austin (TX)
A704132,700 Robert E Lee in Austin (TX)
A732709,9024 Northgate Blvd in Austin (TX)
A695843,"Webb Middle School, East Saint Johns Avenue in Austin (TX)"
A729854,1156 W. Cesar Chavez in Austin (TX)
A678850,2314 Wickersham in Austin (TX)
A761469,912 Cherico Street in Austin (TX)
A766008,12904 Manor Gregg Road in Manor (TX)
A743187,1902 Dumaine Cir in Austin (TX)
A693413,6219 Thurgood Ave in Austin (TX)
A689047,1911 Albury Cove in Austin (TX)
A693158,Austin (TX)
A620112,710 East Ben White Blvd in Austin (TX)
A698312,Austin (TX)
A683301,14811 Chicadee in Pflugerville (TX)
A733621,8403 Kimble Cv in Austin (TX)
A665182,Austin (TX)
A662751,Austin (TX)
A701496,11500 Jollyville in Austin (TX)
A757310,1156 West Cesar Chavez in Austin (TX)
A725969,7414 Johnny Morris Rd in Austin (TX)
A738740,Slaughter And Interstate 35 Across From Home Depot in Austin (TX)
A291843,Austin (TX)
A673975,14904 Valerian in Travis (TX)
A750448,5726 Shreveport Dr in Austin (TX)
A675807,12512 Treeline in Austin (TX)
A682950,William Cannon And Meadow Lake in Austin (TX)
A673660,2300 Bitter Creek Dr in Austin (TX)
A742933,1030 Norwood Park Blvd in Austin (TX)
A678817,14811 Bescott in Austin (TX)
A756045,5704 Angel Dr in Del Valle (TX)
A678912,Austin (TX)
A719330,8312 N Ih 35 Hwy in Austin (TX)
A734557,10003 Fm 969 in Austin (TX)
A765862,124 West Anderson Lane in Austin (TX)
A720471,Austin (TX)
A742795,Travis (TX)
A718501,Austin (TX)
A676955,Austin (TX)
A654071,Austin (TX)
A682817,Thornwood Dr in Austin (TX)
A678981,94 San Saba in Austin (TX)
A747193,9811 Aberdeen Way in Austin (TX)
A667458,5241 Mathra Dr in Travis (TX)
A682345,6117 Perlita in Austin (TX)
A633402,6911 Miranda Dr in Austin (TX)
A673374,Hwy 71 And Southwest Pkwy in Austin (TX)
A644541,1009 Ruth Ave in Austin (TX)
A736548,10430 Morado Cir in Austin (TX)
A724761,Austin (TX)
A672451,10001 Queen Ct in Travis (TX)
A677835,3713 Pevetoe St in Austin (TX)
A719997,Cliffstone Cv And Travis Country Cir. in Austin (TX)
A737047,Travis (TX)
A570362,Austin (TX)
A675929,7605 Craybrough Cir in Austin (TX)
A710966,The Domain  By Ipic in Austin (TX)
A726755,7207 Barnsdale Way in Austin (TX)
A729671,11409 Pickard Ln in Austin (TX)
A687710,12508 Briarcreek Loop in Manor (TX)
A696438,January Dr And August Dr in Austin (TX)
A694377,1816 E 6Th St in Austin (TX)
A695989,8019 Cedar Elm Trl in Austin (TX)
A728198,9102 Capitol Dr in Austin (TX)
A675435,Austin (TX)
A309829,Sweet Leaf Lane in Pflugerville (TX)
A740551,6207 Vera Ln in Austin (TX)
A765014,Montopolis Drive And Fairway Street in Austin (TX)
A586665,Pflugerville (TX)
A705443,1156 W Cesar Chavez St in Austin (TX)
A745975,Austin (TX)
A719352,14850 Harris Ridge Blvd in Travis (TX)
A704223,Berkman Dr & Rogge Ln in Austin (TX)
A719591,Hudson And Delano in Austin (TX)
A674133,Outside Jurisdiction
A682965,144 Escondido Dr in Del Valle (TX)
A757203,1817 East Oltorf in Austin (TX)
A703783,Leander (TX)
A527020,Harris Branch Pkwy And Speyside Dr in Austin (TX)
A692250,7112 Ed Bluestein Blvd in Austin (TX)
A676037,2106 E Stassney in Austin (TX)
A698589,Austin (TX)
A751629,Travis (TX)
A722850,1301 Barbara Jordan Blvd #401 in Austin (TX)
A728715,5400 W Parmer Ln in Austin (TX)
A757561,Outside Jurisdiction
A715709,1200 E Parmer Ln in Austin (TX)
A759490,124 West Anderson Lane in Austin (TX)
A684804,8706 Merridian Oaks Ln in Austin (TX)
A684079,Bucks Run And Brushwood in Austin (TX)
A752430,Mckinney Falls in Austin (TX)
A707015,8805 North Plaza Drive in Austin (TX)
A668752,Austin (TX)
A669526,15436 Fm 1825 in Travis (TX)
A739301,6505 Burleson Rd in Austin (TX)
A690072,1401 E Rundburg in Austin (TX)
A668909,2222 And Northland in Austin (TX)
A715633,Austin (TX)
A760443,Austin (TX)
A768037,3825 Lake Austin in Austin (TX)
A736849,8703 Lava Hill Rd in Austin (TX)
A761111,Austin (TX)
A718028,Parkfield Dr And Clearfield Dr in Austin (TX)
A740219,2900 Century Park in Austin (TX)
A346010,200 W Carrie Manor in Manor (TX)
A686761,1101 Wheatley in Austin (TX)
A694986,Old 183 And Nameless in Leander (TX)
A743151,7201 Woodhollow Dr in Austin (TX)
A717568,13433 Wagon Way in Cedar Park (TX)
A668183,6103 Manor #133 in Austin (TX)
A701198,1307 Astor Pl in Austin (TX)
A658628,Austin (TX)
A664628,Austin (TX)
A680763,9201 Circuit Of The Americas Blvd in Travis (TX)
A719125,7601 Barkdale in Austin (TX)
A735281,8812 Slayton Drive in Austin (TX)
A753763,500 Horse Thief Lane in Austin (TX)
A699014,10111 S. 183 in Travis (TX)
A722682,Greensboro Dr And Loyola Ln in Austin (TX)
A749594,Austin (TX)
A753298,1002 Colony North in Austin (TX)
A715003,Austin (TX)
A667990,Richardson And Montopolis in Austin (TX)
A687314,1430 Frontier Valley in Austin (TX)
A764534,Walnut Drive East And Georgian Drive in Austin (TX)
A739099,Austin (TX)
A712725,3735 Promontory Point Dr in Austin (TX)
A697104,Chaparral Dr. in Travis (TX)
A692630,3100 Stardust Dr in Austin (TX)
A721735,Austin (TX)
A723548,6108 Calmar Cove Unit B in Austin (TX)
A691840,3733 Bronco Bend Loop in Austin (TX)
A692936,Ih35 And Grand Ave Pkwy in Austin (TX)
A735297,8300 N Ih 35 in Austin (TX)
A729342,2301 Coronado in Austin (TX)
A760183,973 And Walton Hill in Travis (TX)
A671560,Austin (TX)
A734078,Austin (TX)
A757374,Outside Jurisdiction
A708608,9106 N Ih35 in Austin (TX)
A736281,12127 Palm Harbor Way in Travis (TX)
A716821,1474 Braker Ln in Austin (TX)
A751537,404 Twin Creek Cove in Travis (TX)
A764846,6Th Street And Ih35 in Austin (TX)
A667593,Austin (TX)
A696996,3500 Alpine Cir in Austin (TX)
A669782,Willow St in Austin (TX)
A743332,Hwy 71 And Brandt Dr in Austin (TX)
A665859,2900 Sunridge Dr in Austin (TX)
A722454,4106 N Lamar in Austin (TX)
A694932,1516 Indostnal Way#B in Hays (TX)
A737493,8418 Riverstone Dr in Austin (TX)
A743848,E 12Th St And E M Franklin Ave in Austin (TX)
A768336,Sprinkle Road in Austin (TX)
A762405,6909 Ryan Drive in Austin (TX)
A734576,Parkfield & Kramer Ln in Austin (TX)
A719980,Travis (TX)
A723964,1000 E 41St in Austin (TX)
A753192,Teri Rd And Freedrich Ln in Austin (TX)
A696449,1500 E Oltorf in Austin (TX)
A718493,9300 S Ih 35 Frontage Rd in Austin (TX)
A727738,1628 Ohlen Rd in Austin (TX)
A742175,5800 Knoll Pines Pass in Austin (TX)
A751885,Austin (TX)
A622944,Outside Jurisdiction
A647098,Austin (TX)
A674746,1101 Kramer Ln in Austin (TX)
A698864,12129 Glass Rd in Travis (TX)
A698864,12129 Glass Rd in Travis (TX)
A763256,11802 North Oaks Drive in Austin (TX)
A734521,7014 Asbury in Austin (TX)
A689270,6001 Airport Blvd in Austin (TX)
A732017,Outside Jurisdiction
A686691,7214 Salt Springs in Austin (TX)
A748016,Austin (TX)
A707339,Austin (TX)
A693891,5304 Bolm Rd in Austin (TX)
A736084,1511 Faro Dr in Austin (TX)
A712087,2628 Alcott Ln in Austin (TX)
A683157,420 W Slaughter in Austin (TX)
A693085,Hickory Ridge Rd & Twin Creek Dr in Travis (TX)
A748794,8238 Research Blvd in Austin (TX)
A707612,116 Sabastians Run in Austin (TX)
A728531,1010 Taulbee Ln in Austin (TX)
A662525,Austin (TX)
A671553,9100 Nuckols Crossing Rd in Austin (TX)
A684852,Fm 1327 And Fm 1625 in Creedmoor (TX)
A697467,2100 Deer Run Dr in Austin (TX)
A672468,Austin (TX)
A719048,3706 Steck Ave in Austin (TX)
A733545,9816 Bundoran in Austin (TX)
A674533,1221 Southport #C in Austin (TX)
A664761,6504 S 1St St Unit 103 in Austin (TX)
A701866,1398 Harris Ridge Blvd in Austin (TX)
A710165,2110 Vanderbilt Ln in Austin (TX)
A696789,1102 S Congress in Austin (TX)
A722849,4932 Bee Creek Road in Travis (TX)
A747991,6317 Bee Caves Rd in Austin (TX)
A713375,5600 Decker Creek Cv in Manor (TX)
A746382,Barton Creek Blvd & Travis Cook Rd in Austin (TX)
A674511,Austin (TX)
A711835,8714 Fm 812 in Travis (TX)
A701665,5517 Thunder Gulch in Travis (TX)
A691350,Austin (TX)
A767414,Outside Jurisdiction
A713944,Austin (TX)
A687259,9024 Northgate Blvd in Austin (TX)
A676642,4434 Frontier Blvd in Austin (TX)
A739765,4808 Brook Crest in Austin (TX)
A756567,5516 Alomar Cove in Travis (TX)
A742994,1414 Shore District Drive in Austin (TX)
A677821,12032 Lincolnshire Dr in Austin (TX)
A748242,2311 E 13Th St in Austin (TX)
A668220,1143 D Berger in Austin (TX)
A750680,W Parmer Ln & Mcneil Dr in Austin (TX)
A662265,12113 Metric Blvd in Austin (TX)
A740698,14925 Swiss Dr in Austin (TX)
A692328,2011 Conestoga in Austin (TX)
A711692,12118 Walnut Park #828 in Austin (TX)
A752691,Travis (TX)
A573717,5200 S Scout Island Cir in Austin (TX)
A752818,6100 Greentree Ln in Austin (TX)
A705268,13015 Silver Creek Dr in Austin (TX)
A728063,Austin (TX)
A672392,15803 Pearce Ln in Del Valle (TX)
A760534,Halmira Street And Whittard Of Chelsea in Pflugerville (TX)
A704700,3110 E 12Th in Austin (TX)
A707146,Hudson Bend And Fm 620 in Travis (TX)
A723634,2901 Flen Rae St in Austin (TX)
A758987,201 West Stassney Lane in Austin (TX)
A753595,9810 Westminster Glen Ave in Travis (TX)
A750796,4616 Button Bend in Austin (TX)
A689739,Dove Dr/ Stassney in Austin (TX)
A552326,5413 Tipton in Austin (TX)
A766409,1172 Pandora Street in Austin (TX)
A696791,Austin (TX)
A704409,5806 Coolbrook Dr in Austin (TX)
A733602,5704 Melody Ln in Austin (TX)
A745636,20912 Delorio in Manor (TX)
A719852,Ut Dorm in Austin (TX)
A722444,6404 Bradsher Drive in Austin (TX)
A743508,S 1St St & W Stassney Ln in Austin (TX)
A749141,14610 Highsmith St in Austin (TX)
A724643,Outside Jurisdiction
A764489,3206 Barnsley in Austin (TX)
A740815,4619 Borage in Austin (TX)
A728266,10105 Rodriguez Rd in Austin (TX)
A683594,Travis (TX)
A736438,1831 Wells Branch Pkwy in Austin (TX)
A711317,9128 Texas Sun Dr in Austin (TX)
A735808,2407 W Slaughter Ln in Austin (TX)
A681123,4106 N Lamar Blvd in Austin (TX)
A683352,2300 Lakehurst Drive in Austin (TX)
A742346,660 Mesa Dr in Del Valle (TX)
A747093,Pflugerville (TX)
A742396,Austin (TX)
A725306,Copeland/S 1St in Austin (TX)
A752522,5811 Melody Ln in Travis (TX)
A746574,Austin (TX)
A738888,10601 Manchaca in Austin (TX)
A694300,8129 Fm 973 in Travis (TX)
A710530,7201 Colony Loop Dr in Austin (TX)
A702186,Springdale Rd And Ladesma Rd in Austin (TX)
A686193,9110 Fm 812 in Austin (TX)
A675053,7201 Levander Loop in Austin (TX)
A765991,1301 Barbara Jordan Blvd in Austin (TX)
A669667,Austin (TX)
A754501,139 Camino Del Sol in Travis (TX)
A691338,Austin (TX)
A665605,Slaughter And Manchaca in Austin (TX)
A704106,10500 Plains Trail in Austin (TX)
A720067,Del Valle (TX)
A567057,Travis (TX)
A728145,7601 E Ben White Blvd in Austin (TX)
A670827,Austin (TX)
A724862,Del Valle (TX)
A697812,Austin (TX)
A735616,Thrasher Ln & E Riverside Dr in Austin (TX)
A721118,Austin (TX)
A728728,700 E. 8Th St. in Austin (TX)
A698967,1801 Kinney Ave in Austin (TX)
A739334,4809 S Congress Ave in Austin (TX)
A755608,Musket Valley in Austin (TX)
A742361,2805 Catalina Dr in Austin (TX)
A711165,0000 Springdale Rd in Austin (TX)
A708014,6201 Sneed Cv in Austin (TX)
A735103,2237 East Riverside Dr in Austin (TX)
A734663,20911 Fm 969 in Travis (TX)
A688937,Travis (TX)
A691709,8800 Little Walnut Dr in Austin (TX)
A706635,Austin (TX)
A742780,8611 Lucinda Dr in Travis (TX)
A740764,E Cesar Chavez And N Interstate 35 Frontage Rd in Austin (TX)
A714557,Braker Ln And Metric Blvd in Austin (TX)
A679175,Austin (TX)
A733818,12815 Magnolia Mound Trl in Austin (TX)
A758051,1156 W Cesar Chavez in Austin (TX)
A718640,8722 Showers Rd in Travis (TX)
A718040,60 S Pleasant Valley Rd in Austin (TX)
A698645,Pearce/973 in Del Valle (TX)
A695048,Mesa Dr & Steck Ave in Austin (TX)
A707852,501 Deen Ave in Austin (TX)
A761611,6815 Montana Street in Austin (TX)
A691256,11210 Rr2222 in Austin (TX)
A657774,Redd St And Diane Dr in Austin (TX)
A697476,1302 Brandt in Austin (TX)
A750288,10104 Sandy Beach Rd in Travis (TX)
A704981,9807 Farm To Market 620 N in Austin (TX)
A679570,6941 Felipe Dr in Austin (TX)
A613378,2101 Burton Dr in Austin (TX)
A765259,Bolm And Mansell in Austin (TX)
A654560,Heatherwild And Wellsbranch in Austin (TX)
A706633,Austin (TX)
A759921,6001 Manchaca Road in Austin (TX)
A697403,508 E Howard Ln # 569 in Austin (TX)
A706912,12824 Armstrong Ave in Manor (TX)
A761061,Austin (TX)
A599068,6205 E Riverside Dr in Austin (TX)
A755922,Austin (TX)
A675611,5800 Techni Center in Austin (TX)
A672567,1107 Eleanor Street in Austin (TX)
A728418,12135 Thompkins Drive in Austin (TX)
A738229,Jacaranda Dr And Tallow Tree Dr in Austin (TX)
A675245,6855 Highway 290 East in Austin (TX)
A677193,San Saba And Cesar Chavez in Austin (TX)
A700083,7619 Interstate 35 Frontage Rd in Austin (TX)
A713188,Austin (TX)
A687810,6105 Carolina Ln in Travis (TX)
A733820,Austin (TX)
A762159,8205 Burrell Dr in Austin (TX)
A681294,Stassney And S 1St in Austin (TX)
A736976,13416 Nelson Houser St in Manor (TX)
A736570,3702 Rock Terrace in Lago Vista (TX)
